GENOME,PROFIT,NUMERO DI TRADE,WIN RATIO
001110000110-001111110111-011111100010-100000010010-100000101101-100011001111-100101011100-101011001101-111010011100-111101010110-10101110,-8.71,19,52.63
010001010010-011000011110-011000111001-011110101010-011111110001-100111011011-101010110001-101011000111-110001001110-110001100100-10001011,4.3,11,81.82
000011010001-000110010000-001111100000-011100111101-100100011000-101000000101-101010000110-110101011101-110110011101-111101100100-10011000,31.06,72,47.22
000001011101-000001110110-000101011100-000101111001-001110111101-010110100100-010111101000-011111101101-101100101100-111111100010-11011100,-25.88,5,0.0
000101111001-000111100011-001001111011-001010000001-001100100010-011000000011-011100001010-011111101011-110111000011-111100100111-01000111,-36.12,52,44.23
000101100010-010111100010-011100101001-011111011001-011111011110-100011000111-100101011001-110111011101-110111111111-111110110110-10000001,2.1,11,81.82
000100101001-010000101110-011100100000-100100100100-101000111111-110000110010-110010000000-110111010101-110111101000-111011110110-00101010,32.26,39,58.97
001000110100-001101001011-001101011000-011110100101-100111001001-101010110110-101101011001-101111010011-110010100100-111110000110-11111111,2.7,9,55.56
001000010101-001011100011-011101111001-100000101111-100110110110-101010110100-101111011101-110010110101-110011111111-111000101111-11100110,-5.14,5,60.0
000000001111-000111000111-001010001011-010001100111-010010110111-101011001101-110001100001-111001000100-111001000110-111011001001-00101100,1.0,10,40.0
000101000011-001000001011-011010100001-011111000100-101011100100-101110100010-110110101110-111001110100-111010000100-111101000100-01110010,14.63,11,72.73
000110111100-001001100010-001100001101-001100010010-011101001010-100101100111-101010110100-101010111011-110001110110-111011011101-01001100,3.33,9,55.56
010101001011-011110011101-100101000000-100101001101-100110001001-101100010110-110010111010-111001000101-111011000110-111111110100-10100010,-4.23,37,75.68
000010010000-000100101110-000111000111-010100100110-011000100011-011100100011-100010001010-101001001111-110000001110-111001110110-11011011,23.96,60,58.33
000000001011-000000110010-000100101101-001000011111-001101100010-010101100001-100111100000-101100100110-111000101000-111010101011-11110010,15.19,12,83.33
010100000110-011111111000-100001111000-101000010100-101110110110-101111011100-110011011101-110110100011-111000100111-111111011001-01110001,3.91,12,50.0
000011100101-000111101111-001010011011-001011101101-001111011001-011001011011-011001111111-100100010101-111110001001-111111110111-10110110,26.05,17,58.82
000010000111-000101101001-010010011111-010010101100-010100011101-010111000011-011010001011-100001101100-100100010011-111001010101-00111110,5.38,12,41.67
000100001100-011001011011-011101010010-011101101011-100001110110-100100011110-110100111010-110110001001-111000000000-111011000111-11100100,21.31,11,100.0
000110100110-001101000101-010001100110-010010011100-011000011010-100011001111-100101110111-110011011011-110111110010-111100011101-11011101,-2.42,10,40.0
010000110010-010010000100-011011111010-100000101010-101010000010-101100100111-101110100001-101111101010-101111111001-111110011101-11001011,1.79,25,68.0
000001010001-000010000100-001010001100-011110101001-100010000111-100100000100-101101011101-110010100110-110100010100-111100101110-11111100,54.88,29,65.52
000001001111-000001011011-010100001111-011100011101-100010000100-101010000110-101010111101-110100111001-110101111000-111111101101-11001110,13.75,8,87.5
000011011111-001000100100-001100001011-011101001000-101100101100-101110001111-110001000000-110111110100-111100011100-111111111010-01011001,2.22,12,25.0
000101111110-010101010000-011101001101-011111101010-100001101010-100011101001-101101110001-110101111000-111010011101-111100001111-01101100,-7.24,3,0.0
001110010011-010011110101-011000110101-100010111000-100100100010-100110010100-110011101011-111010111101-111111011100-111111111111-00010011,-4.82,29,27.59
010001010101-010011001110-011101100010-011111101111-100101011101-101011000001-110001011111-110011110011-111001010010-111110100101-11110001,18.99,6,83.33
000100000001-001000101010-011101111001-011110000010-100101010000-100111111110-101001100011-101101011000-101110001001-111001010110-01100100,7.19,33,63.64
000101110101-000111001001-001010010011-001011101011-010001111110-011001000011-101101011100-110010010100-110100100110-111110011010-10110100,-25.66,15,33.33
000011010000-000111011101-011001101011-100100110110-101010100101-110100100010-110111000110-111000110100-111001101110-111010001100-10100010,20.02,60,85.0
000100110011-001000100110-001000111010-011010111110-011100110011-110001110010-111011101011-111011110001-111101010110-111111000000-11111011,-7.72,10,50.0
001101111111-010110000110-011111100100-100000001001-100011110001-101011110100-110100100000-111000101001-111010101000-111110010000-11001010,-13.61,61,63.93
001111100111-011011000101-011011110111-011101011001-100000111110-100101001111-101101001000-111110000110-111111101001-111111110100-01010000,9.87,7,71.43
000000011101-000111010001-010010010001-011000110110-100000110001-100110101000-101010101010-101011110101-101101001010-111010001000-11100110,-4.22,35,71.43
000010100110-001001101101-011010000100-011110010110-101001100100-110000010100-110011010100-110100010101-110111100010-110111111101-11101101,-4.49,1,0.0
000110110011-000111101000-001001101110-010100110010-100000011010-100010001000-100110011101-100110110001-101001101100-110000110101-11100000,-2.12,85,84.71
000101111101-001100110001-001110001110-010011001011-010100000011-011011110111-011110010001-011110011010-110010010100-110100010001-11001001,0.98,11,63.64
000110001000-001010101010-011001110100-011011100100-100110111001-101001011101-110101010110-110101011001-110101111100-111001010000-10100011,13.74,66,80.3
000110111110-001011110101-010001111100-011001100010-011010100111-100000000101-100111100101-101101100101-110010000100-111100110100-00101000,-16.44,7,28.57
000100001100-000111010000-010011101010-010101000101-011000000011-011101111101-100010111011-101101011111-101110001001-110001011101-10001101,9.58,20,65.0
000000100111-000001011111-001010011111-010011010101-010100001011-011011100001-101001110001-110001001011-111000011001-111010110110-00001101,0.61,8,37.5
000011101010-000011110111-001100001101-010101101101-011001111011-011100011100-011101011111-100101001110-100111010111-110011011110-01010010,14.11,10,70.0
000001001010-001011101100-001100111101-011110111101-100001001101-100111011100-101100001100-110011110000-110101110111-110111111101-11101010,-6.32,12,58.33
000000010011-001000001001-001100100101-001100110101-011001110001-011010111101-100001010011-100010100001-110010100010-110011110010-01101010,-3.31,30,50.0
001010001101-001100100110-001110100010-001110100111-011000010101-011101001101-100000010100-100000101000-101010111101-101011000001-00011001,-6.68,31,19.35
000010001000-000010111001-000101010101-001100100101-010010110010-010101100000-100110101011-110100100110-111000011011-111101100101-01100110,25.83,77,70.13
000011111000-000110111100-001001101010-001110010100-010011010001-011110110101-101001100001-110010110100-110101101011-111101111110-11011011,7.76,53,56.6
000001001101-000001100101-000101110111-011011100011-100100000101-100101001100-100110001010-101100000011-110010001000-111001110110-11111111,-7.42,19,52.63
000111111100-001000011110-010011010101-010011101000-011101101111-100100011010-100110001100-101111011000-111001111010-111101101010-01100001,7.81,19,78.95
000001010000-001010011100-010101100001-011010011101-100010101111-100010110000-101000010110-101100001011-110001010010-111100000001-00001010,40.08,79,36.71
000001010000-001011100110-001100111111-010010111000-011001101011-011011001001-100100000010-100100001100-101001100101-111101100011-11000001,21.37,78,85.9
000100110111-001100110011-001101110011-010111101100-011010010010-011110011111-100100101010-110011010100-111000010100-111100001101-10110111,4.69,14,61.54
001111101101-010000010000-010001101011-011010011101-011100100101-011101101100-110000001111-111001010010-111001011111-111110010111-11111110,-10.15,10,50.0
000110110110-010111000001-010111010101-011101001011-011111111110-100100100101-110101111100-111000111100-111111000111-111111111001-00111010,11.53,4,50.0
000010000101-001000111101-001100111001-010000111111-100010111100-100100001000-101011100010-110001111110-110110111010-111000011111-10001110,-2.09,41,56.1
000111000100-001000010111-010111111000-011001010110-100100101101-101001010111-101100011010-101110000101-110100011000-111011100101-00100100,-3.42,8,50.0
001001000111-001100000111-001101100111-001111001100-011010011011-100011001011-100111001100-101111111100-110100010001-111010100111-10101111,5.91,12,66.67
000001011110-001001111111-001101110000-001110010011-010010000100-011011011001-100001000111-110000000111-110001000101-110001010001-10100001,-12.64,9,66.67
000010101011-000100000101-001001011001-010011010001-010101100001-101100111011-110001110000-110100101111-110111100100-111110011101-00000001,4.75,6,66.67
000110110101-000111100100-001010111100-001101001010-001110000001-010011010101-101001100101-101011111101-110000110111-111001011010-00001111,-3.7,6,0.0
000101001110-000111101110-001011011101-001100111101-010000100010-010000100110-011111010001-110001110010-110011001000-110100000110-01111011,18.6,6,83.33
000101110110-000111010011-010100001111-011011001001-100000001110-101011110001-111000100100-111001101011-111110000000-111111110111-11100111,13.75,12,75.0
000000001111-000011110111-001000100100-010001010111-010001110110-011010010011-110001010111-110001101111-110110011010-111110000011-11111111,-3.76,6,33.33
000100101100-001110011010-010000000101-010011101011-010100000011-011000010001-011101110010-101001111111-101100001010-111000111001-11110110,4.2,14,57.14
000000011001-010010101111-010100010011-010100110000-011011001001-011101011011-100000010000-100101000010-110011011001-111010001001-10011000,-8.72,62,40.32
000000001110-001101000010-001110110101-010011111111-010111000111-011000000001-011011011101-110100001100-111001100110-111100110101-00101011,0.16,4,25.0
000010010010-001101000000-001110101010-001111110010-010111000100-011110100110-100001011010-100010111011-101010010000-111111110000-00001010,18.68,28,39.29
000011010000-001001001001-010011001001-011110100010-011110110010-100010101011-100100111100-101000000000-110001010010-110111100100-11111011,-1.74,72,54.17
000101110101-001100100010-001111001010-010110000001-011011011111-011101100101-011110100011-100101011000-111000101010-111011100110-00101111,-9.03,13,15.38
001111001110-010001010000-010001100011-010111110111-011011101101-100000010110-100111001000-101101010011-101101101001-110001010110-10011011,-15.94,11,36.36
001000111000-001100001110-010110000000-011010010000-011101100000-011110001000-011110101000-100111011101-101010111100-111001010111-11111110,2.91,38,52.63
010100110110-011011010111-011110110101-011111110011-100011011101-101110000010-110100111111-111011000001-111101001101-111101111110-01100001,3.31,5,80.0
000001101000-000010101001-000101000110-000111100000-010001111001-010010010110-010110111101-011010110111-011111110000-110101100010-01000001,1.57,85,69.41
000111111110-010001011011-010100010011-010101010011-011110111101-101110110111-110001011010-110101000101-111001000010-111110101100-10111111,0.0,0,0.0
000010010101-001100101110-010010111011-011010000000-011010010011-101000000101-101100010000-101110011001-101111001110-101111010110-01011001,23.62,19,42.11
000100011001-001000001000-001010001001-001011000110-001111001101-001111101111-010001011001-011010011100-110110000011-110110110111-01001111,-40.3,68,33.82
